Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000203883	SOX18	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000203909	DPPA5	Uncertain	Cell Junctions						Cell Junctions				Cell Junctions (GO:0030054)
ENSG00000203910	C1orf146	Approved	Centriolar satellite					Centriolar satellite					Centriolar satellite (GO:0034451)
ENSG00000203926	SPANXA2	Supported	Nucleoplasm	Vesicles			Nucleoplasm	Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000203942	C10orf62	Approved	Cytosol	Nucleoplasm;Vesicles				Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000203943	SAMD13	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000203963	C1orf141	Uncertain	Intermediate filaments						Intermediate filaments				Intermediate filaments (GO:0045111)
ENSG00000203965	EFCAB7	Approved	Nucleoli;Nucleoli rim;Nucleoplasm	Cytosol;Plasma membrane				Cytosol;Nucleoli;Nucleoli rim;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000203985	LDLRAD1	Uncertain	Nucleoplasm	Golgi apparatus					Golgi apparatus;Nucleoplasm				Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000203989	RHOXF2B	Approved	Plasma membrane	Nucleoplasm				Nucleoplasm;Plasma membrane		Nucleoplasm;Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000203995	ZYG11A	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204022	LIPJ	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000204052	LRRC73	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204065	TCEAL5	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000204071	TCEAL6	Uncertain	Nucleoplasm						Nucleoplasm	Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000204084	INPP5B	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000204086	RPA4	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000204103	MAFB	Approved	Nucleoplasm	Cytosol;Golgi apparatus;Nucleoli				Cytosol;Golgi apparatus;Nucleoli;Nucleoplasm		Nucleoli;Nucleoplasm			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000204116	CHIC1	Approved	Nuclear speckles;Vesicles	Cytosol				Cytosol;Nuclear speckles;Vesicles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Vesicles (GO:0043231)
ENSG00000204120	GIGYF2	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000204128	C2orf72	Approved	Nucleoplasm;Plasma membrane					Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204130	RUFY2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204131	NHSL2	Approved	Cell Junctions;Plasma membrane	Nucleoplasm				Cell Junctions;Nucleoplasm;Plasma membrane					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204138	PHACTR4	Approved	Cytosol;Plasma membrane	Intermediate filaments				Cytosol;Intermediate filaments;Plasma membrane					Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Plasma membrane (GO:0005886)
ENSG00000204147	ASAH2B	Approved	Focal adhesion sites					Focal adhesion sites					Focal adhesion sites (GO:0005925)
ENSG00000204160	ZDHHC18	Approved	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000204175	GPRIN2	Approved	Microtubules;Plasma membrane	Cytokinetic bridge;Mitotic spindle				Cytokinetic bridge;Microtubules;Mitotic spindle;Plasma membrane		Cytokinetic bridge;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686);Plasma membrane (GO:0005886)
ENSG00000204176	SYT15	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000204178	MACO1	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204179	PTPN20	Supported	Centriolar satellite				Centriolar satellite						Centriolar satellite (GO:0034451)
ENSG00000204186	ZDBF2	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204209	DAXX	Enhanced	Nuclear bodies;Nucleoplasm			Nuclear bodies;Nucleoplasm							Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000204217	BMPR2	Supported	Nucleoplasm;Plasma membrane				Plasma membrane	Nucleoplasm					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204219	TCEA3	Approved	Nucleoplasm	Vesicles				Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204220	PFDN6	Approved	Golgi apparatus;Nucleoplasm	Cytosol				Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000204227	RING1	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204231	RXRB	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000204237	OXLD1	Approved	Cytosol;Vesicles					Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000204256	BRD2	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000204257	HLA-DMA	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000204264	PSMB8	Approved	Vesicles	Cytokinetic bridge				Cytokinetic bridge;Vesicles		Cytokinetic bridge;Vesicles		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Vesicles (GO:0043231)
ENSG00000204267	TAP2	Supported	Endoplasmic reticulum	Nuclear speckles			Endoplasmic reticulum		Nuclear speckles				Endoplasmic reticulum (GO:0005783);Nuclear speckles (GO:0016607)
ENSG00000204271	SPIN3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204279	PAGE3	Approved	Nuclear speckles	Nucleoplasm				Nuclear speckles;Nucleoplasm					Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000204291	COL15A1	Approved	Endoplasmic reticulum		Predicted to be secreted			Endoplasmic reticulum		Endoplasmic reticulum			Endoplasmic reticulum (GO:0005783)
ENSG00000204296	TSBP1	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204304	PBX2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204305	AGER	Approved	Cell Junctions;Plasma membrane	Nucleoli fibrillar center	Predicted to be secreted		Cell Junctions;Plasma membrane	Nucleoli fibrillar center					Cell Junctions (GO:0030054);Nucleoli fibrillar center (GO:0001650);Plasma membrane (GO:0005886)
ENSG00000204308	RNF5	Supported	Endoplasmic reticulum				Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000204310	AGPAT1	Supported	Endoplasmic reticulum	Rods & Rings			Endoplasmic reticulum	Rods & Rings					Endoplasmic reticulum (GO:0005783);Rods & Rings ()
ENSG00000204311	PJVK	Approved	Mitochondria					Mitochondria		Mitochondria			Mitochondria (GO:0005739)
ENSG00000204315	FKBPL	Approved	Nucleoplasm	Mitotic spindle				Mitotic spindle;Nucleoplasm		Mitotic spindle;Nucleoplasm		Mitotic spindle (biological definition)	Mitotic spindle (GO:0072686);Nucleoplasm (GO:0005654)
ENSG00000204316	MRPL38	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000204323	SMIM5	Approved	Vesicles	Golgi apparatus				Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000204334	ERICH2	Approved	Nucleoli fibrillar center	Vesicles				Nucleoli fibrillar center;Vesicles					Nucleoli fibrillar center (GO:0001650);Vesicles (GO:0043231)
ENSG00000204335	SP5	Approved	Nucleoli	Nucleoplasm				Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000204344	STK19	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000204348	DXO	Approved	Cytosol;Nucleoplasm	Plasma membrane			Nucleoplasm	Cytosol;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204351	SKIV2L	Approved	Nuclear bodies;Nucleoplasm	Cytosol;Mitotic spindle				Cytosol;Mitotic spindle;Nuclear bodies;Nucleoplasm		Mitotic spindle;Nuclear bodies;Nucleoplasm		Mitotic spindle (biological definition)	Cytosol (GO:0005829);Mitotic spindle (GO:0072686);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000204356	NELFE	Enhanced	Nuclear bodies;Nucleoplasm			Nuclear bodies;Nucleoplasm							Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000204366	ZBTB12	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000204371	EHMT2	Supported	Nuclear speckles	Nucleoplasm			Nuclear speckles;Nucleoplasm						Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000204379	XAGE1A	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204381	LAYN	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204382	XAGE1B	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204386	NEU1	Supported	Vesicles	Cell Junctions			Cell Junctions;Vesicles						Cell Junctions (GO:0030054);Vesicles (GO:0043231)
ENSG00000204388	HSPA1B	Approved	Cytosol;Vesicles	Nucleoplasm				Cytosol;Nucleoplasm;Vesicles		Cytosol	Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204389	HSPA1A	Approved	Nucleoplasm;Vesicles	Cytosol				Cytosol;Nucleoplasm;Vesicles			Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204390	HSPA1L	Approved	Vesicles	Nucleoplasm				Nucleoplasm;Vesicles			Nucleoplasm		Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204392	LSM2	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000204394	VARS1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000204396	VWA7	Approved	Cytosol;Plasma membrane		Predicted to be secreted			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000204406	MBD5	Supported	Midbody;Nucleoplasm				Nucleoplasm	Midbody		Midbody		Midbody (biological definition)	Midbody (GO:0030496);Nucleoplasm (GO:0005654)
ENSG00000204410	MSH5	Approved	Vesicles	Endoplasmic reticulum				Endoplasmic reticulum;Vesicles					Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000204420	MPIG6B	Approved	Golgi apparatus	Cytosol;Endoplasmic reticulum;Nucleoplasm;Plasma membrane				Endoplasmic reticulum;Golgi apparatus	Cytosol;Nucleoplasm;Plasma membrane				Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204428	LY6G5C	Approved	Nucleoplasm	Cytosol	Predicted to be secreted			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204438	GPANK1	Approved	Endoplasmic reticulum					Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000204439	C6orf47	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204444	APOM	Approved	Golgi apparatus		Predicted to be secreted			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000204463	BAG6	Enhanced	Cytosol;Nucleoplasm			Cytosol;Nucleoplasm				Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204469	PRRC2A	Supported	Cytosol	Nucleoplasm;Plasma membrane			Cytosol;Nucleoplasm		Plasma membrane				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204472	AIF1	Uncertain	Cytosol						Cytosol				Cytosol (GO:0005829)
ENSG00000204482	LST1	Supported	Cytosol;Plasma membrane				Plasma membrane	Cytosol					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000204498	NFKBIL1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000204514	ZNF814	Uncertain	Nucleoplasm						Nucleoplasm	Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000204516	MICB	Approved	Golgi apparatus;Plasma membrane	Nucleoplasm				Golgi apparatus;Nucleoplasm;Plasma membrane					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204519	ZNF551	Approved	Nuclear speckles;Nucleoplasm					Nuclear speckles;Nucleoplasm					Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000204524	ZNF805	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204531	POU5F1	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204532	ZSCAN5C	Uncertain	Nuclear speckles						Nuclear speckles	Nuclear speckles			Nuclear speckles (GO:0016607)
ENSG00000204536	CCHCR1	Supported	Cytosol				Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000204540	PSORS1C1	Uncertain	Nucleoplasm						Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000204560	DHX16	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000204568	MRPS18B	Supported	Mitochondria	Cell Junctions			Mitochondria	Cell Junctions					Cell Junctions (GO:0030054);Mitochondria (GO:0005739)
ENSG00000204569	PPP1R10	Enhanced	Nucleoplasm	Nuclear bodies		Nucleoplasm	Nuclear bodies						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000204574	ABCF1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000204576	PRR3	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204577	LILRB3	Approved	Plasma membrane	Cytosol				Plasma membrane	Cytosol				Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000204580	DDR1	Approved	Cell Junctions;Nucleoplasm					Cell Junctions;Nucleoplasm					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000204590	GNL1	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000204592	HLA-E	Approved	Vesicles		Predicted to be secreted			Vesicles					Vesicles (GO:0043231)
ENSG00000204599	TRIM39	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000204610	TRIM15	Approved	Cytosol	Centriolar satellite				Centriolar satellite;Cytosol					Centriolar satellite (GO:0034451);Cytosol (GO:0005829)
ENSG00000204611	ZNF616	Approved	Centrosome					Centrosome					Centrosome (GO:0005813)
ENSG00000204614	TRIM40	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000204618	RNF39	Approved	Centrosome;Plasma membrane;Vesicles					Centrosome;Plasma membrane;Vesicles					Centrosome (GO:0005813);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000204619	PPP1R11	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000204624	DISP3	Uncertain	Nucleoplasm	Cytosol					Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204628	RACK1	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204634	TBC1D8	Approved	Nuclear speckles;Nucleoplasm					Nuclear speckles;Nucleoplasm					Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000204653	ASPDH	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204659	CBY3	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000204673	AKT1S1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000204681	GABBR1	Approved	Centrosome					Centrosome					Centrosome (GO:0005813)
ENSG00000204687	MAS1L	Approved	Cytosol;Plasma membrane	Nucleoplasm				Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204713	TRIM27	Approved	Nucleoli	Nucleoplasm				Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000204740	MALRD1	Enhanced	Golgi apparatus			Golgi apparatus							Golgi apparatus (GO:0005794)
ENSG00000204764	RANBP17	Approved	Nuclear bodies;Nucleoplasm	Cytosol;Nuclear membrane				Cytosol;Nuclear bodies;Nuclear membrane;Nucleoplasm			Nuclear bodies;Nuclear membrane		Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000204779	FOXD4L5	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204815	TTC25	Uncertain	Centrosome	Vesicles					Centrosome;Vesicles				Centrosome (GO:0005813);Vesicles (GO:0043231)
ENSG00000204822	MRPL53	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000204839	MROH6	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000204842	ATXN2	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000204843	DCTN1	Supported	Microtubules	Cytokinetic bridge;Mitotic spindle			Cytokinetic bridge;Microtubules;Mitotic spindle			Cytokinetic bridge;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686)
ENSG00000204852	TCTN1	Approved	Actin filaments	Microtubules;Nucleoplasm;Vesicles				Actin filaments;Microtubules;Nucleoplasm;Vesicles					Actin filaments (GO:0015629);Microtubules (GO:0015630);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204856	FAM216A	Approved	Actin filaments					Actin filaments					Actin filaments (GO:0015629)
ENSG00000204859	ZBTB48	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204866	IGFL2	Approved	Nucleoplasm	Plasma membrane	Predicted to be secreted			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204869	IGFL4	Approved	Cytosol		Predicted to be secreted			Cytosol					Cytosol (GO:0005829)
ENSG00000204882	GPR20	Supported	Plasma membrane	Cytosol			Plasma membrane	Cytosol					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000204897	KRT25	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000204909	SPINK9	Approved	Nucleoplasm;Vesicles		Predicted to be secreted			Nucleoplasm;Vesicles		Nucleoplasm			Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000204920	ZNF155	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204922	UQCC3	Approved	Mitochondria;Nucleoplasm	Cytosol			Mitochondria		Cytosol;Nucleoplasm				Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000204923	FBXO48	Approved	Nuclear bodies					Nuclear bodies					Nuclear bodies (GO:0016604)
ENSG00000204946	ZNF783	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000204947	ZNF425	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000204950	LRRC10B	Approved	Nucleoplasm	Nucleoli				Nucleoli;Nucleoplasm		Nucleoli	Nucleoli		Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000204954	C12orf73	Approved	Centrosome;Mitochondria	Plasma membrane				Centrosome;Mitochondria;Plasma membrane					Centrosome (GO:0005813);Mitochondria (GO:0005739);Plasma membrane (GO:0005886)
ENSG00000204956	PCDHGA1	Uncertain	Plasma membrane;Vesicles	Cytosol;Nucleoplasm				Plasma membrane;Vesicles	Cytosol;Nucleoplasm	Vesicles			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000204965	PCDHA5	Approved	Plasma membrane	Mitochondria;Nuclear speckles				Mitochondria;Nuclear speckles;Plasma membrane					Mitochondria (GO:0005739);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000204967	PCDHA4	Supported	Nucleoplasm;Plasma membrane	Cytosol			Plasma membrane	Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000204970	PCDHA1	Approved	Plasma membrane		Predicted to be secreted			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000204978	ERICH4	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000204983	PRSS1	Approved	Vesicles	Endoplasmic reticulum	Predicted to be secreted			Endoplasmic reticulum;Vesicles					Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000204991	SPIRE2	Approved	Nucleoplasm	Intermediate filaments;Vesicles				Intermediate filaments;Nucleoplasm;Vesicles					Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000205002	AARD	Approved	Lipid droplets					Lipid droplets					Lipid droplets (GO:0005811)
ENSG00000205078	SYCE1L	Enhanced	Intermediate filaments			Intermediate filaments				Intermediate filaments			Intermediate filaments (GO:0045111)
ENSG00000205084	TMEM231	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000205085	FAM71F2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000205089	CCNI2	Approved	Golgi apparatus	Cytosol;Nucleoplasm				Cytosol;Golgi apparatus;Nucleoplasm		Golgi apparatus;Nucleoplasm	Cytosol;Nucleoplasm		Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000205108	FAM205A	Uncertain	Plasma membrane	Nucleoli fibrillar center					Nucleoli fibrillar center;Plasma membrane				Nucleoli fibrillar center (GO:0001650);Plasma membrane (GO:0005886)
ENSG00000205126	ACCSL	Approved	Cytosol					Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000205129	C4orf47	Uncertain	Vesicles						Vesicles				Vesicles (GO:0043231)
ENSG00000205138	SDHAF1	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000205177	C11orf91	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000205189	ZBTB10	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000205208	C4orf46	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
